businessType,businessName,primaryPhone,streetAddress,city,state,zip,companyPrefix,sizeWeight,gln
distributor,Gourmet Distributors,4869720895,3639 Samuel Ferry Apt. 351,Tapiaview,WA,19945,0635358,0.15,0635358.31165
restaurant,Savory Cuisine,(950)687-5957,48353 Stanley Walk,South Karlaborough,KS,46902,0657850,0.15,0657850.31134
grocery,Natural Mart,(996)789-0090,880 Johnson Circles Apt. 205,East William,WV,33445,0729806,0.05,0729806.19191
wholesaler,Quality Imports,5273308626,225 Lopez Avenue Suite 865,Ashleyhaven,CO,52256,0713225,0.8,0713225.30593
restaurant,Savory Eatery,(358)678-8942,24375 Travis Circle Apt. 522,Andrewfort,VA,58888,1375912,0.15,1375912.23858
groceryNoTransform,Premium Store,4753723533,72566 Young Burg,Taylorville,AS,01698,1174819,0.05,1174819.19983
groceryNoTransform,Premium Grocery,(899)714-1025,14973 Amanda Camp Suite 141,Stephenburgh,CT,88685,0892978,0.15,0892978.58513
landBasedReceiver,Aqua Catchers,815-908-7672,17655 Erickson Field Apt. 242,Tracihaven,NY,44391,0682383,0.05,0682383.34420
grocery,Fresh Bazaar,2498687016,5059 Kyle Underpass Apt. 679,South Shawn,UT,12094,1158484,0.05,1158484.80457
wholesaler,Prime Distributors,9814860203,25261 Judith Tunnel Suite 099,Mirandaton,WA,78423,0818234,0.15,0818234.32178
grocery,Healthy Emporium,4077504512,2379 Hall Walk,Lake Thomas,SC,96484,1246968,0.05,1246968.57387
packaging,Quality Pack,(578)643-9127,9601 Roman Coves Suite 228,Brettside,NV,42749,1372101,0.15,1372101.22666
groceryNoTransform,Organic Outlet,495-977-6301,41125 Matthew Extension Suite 597,Wolfemouth,OR,17861,1093185,0.05,1093185.49121
groceryNoTransform,Gourmet Emporium,830-410-8868,50135 Holloway Crossing,Samuelmouth,MA,02036,0659755,0.05,0659755.49037
farm,Peaceful Meadows Farm,4744774685,652 Rebecca Green Apt. 342,Lake Selenatown,PR,02725,0749427,0.05,0749427.63564
restaurant,Fusion Grill,307-258-3874,4904 Robert Views Suite 714,Longfurt,GU,61459,0971600,0.05,0971600.87992
groceryNoTransform,Delicious Shop,(795)751-7668,211 Martin Mountain Suite 446,Port Brittanyburgh,NH,12781,1084915,0.15,1084915.15862
restaurant,Tasty Cuisine,6746149407,5586 Richard Stravenue,Oliverton,KS,35721,0633185,0.05,0633185.76070
distributor,Global Distributors,(884)203-1698,42478 Taylor Divide Apt. 894,Hooverchester,GU,60437,0687911,0.15,0687911.38276
groceryNoTransform,Organic Shop,7163721711,19193 Christopher Cove,North Troyview,ND,70039,0647537,0.8,0647537.40978
wholesaler,Quality Wholesale,(337)591-6617,0149 Paul River Apt. 367,New Marybury,TN,35172,0973449,0.15,0973449.54628
distributor,Reliable Logistics,849-689-6715,8677 Green Avenue,Michaelhaven,OH,14286,0877344,0.15,0877344.52991
wholesaler,Gourmet Wholesale,279-611-3814,9769 Howard Cliffs Apt. 785,North Shawn,KS,24410,1310367,0.15,1310367.52078
processor,Pure Processing,467-517-1923,66335 Porter Grove,Curtisborough,RI,72486,1054473,0.05,1054473.71627
landBasedReceiver,Tidal Catchers,(883)426-8745,166 Lang Greens,West Erik,MS,45248,1018559,0.05,1018559.53355
groceryNoTransform,Premium Mart,(887)360-4274,33876 Key Ramp,South Victor,WI,09281,0881038,0.05,0881038.59232
distributor,Fine Distributors,(524)374-4527,1365 Blake Ports,Brendaland,VT,69008,0930308,0.8,0930308.33242
landBasedReceiver,Marine Bay,7212262037,5738 Michael Ferry,Peterview,GA,10677,1319539,0.05,1319539.34977
packaging,Quality Wrap,813-201-7449,202 Michelle Ferry,Stephanieshire,PA,00672,1196821,0.15,1196821.17287
grocery,Delicious Foods,(622)727-0971,62873 Lee Tunnel Apt. 057,Ryanview,NH,39818,0965590,0.15,0965590.41654
farm,Sunny Pastures Farm,(616)870-6477,60408 Jones Prairie Apt. 715,Port Josephhaven,DE,47771,0882359,0.15,0882359.52495
packaging,Innovative Wrap,862-723-8050,6491 Irwin Harbor,Josephland,ME,58984,1233056,0.05,1233056.10673
processor,Quality Operations,4123029290,2139 Theresa Locks Apt. 860,Paulstad,KS,03930,0744352,0.15,0744352.29843
landBasedReceiver,Ocean Mariscos,6623477984,1537 Jordan Harbors,Ellisontown,MA,42872,0668891,0.05,0668891.74258
farm,Sunny Meadows Farm,744-919-6721,01527 Ashley Estate,Brownfort,NC,54078,1394659,0.05,1394659.31332
wholesaler,Gourmet Supplies,8814673693,1879 Savannah Crossing Suite 257,Port Deborah,DC,32427,1396831,0.15,1396831.46742
landBasedReceiver,Fresh Catchers,(330)418-3719,4095 Michelle Shores,South Michael,MD,68503,1397846,0.05,1397846.86705
distributor,Trusted Distribution,6403007390,275 Delgado Shoals Apt. 544,West Jillian,NY,91817,1016575,0.15,1016575.67427
grocery,Gourmet Mart,537-244-0373,7764 Katelyn Gateway,Lake Phyllisview,NV,48781,1377403,0.05,1377403.90980
groceryNoTransform,Organic Mart,8969685902,5022 Christopher Forks Suite 629,Michaeltown,AL,46087,1294963,0.15,1294963.29934
landBasedReceiver,Marine Coast,6322017810,219 Leonard Stream,East Christinehaven,HI,91358,1194242,0.05,1194242.45164
restaurant,Fusion Eatery,5603069907,529 Franklin Views Suite 011,North Jeremiahfurt,NM,48537,1218209,0.15,1218209.57148
wholesaler,Top Distributors,806-671-9876,8496 Austin Locks Suite 784,West Meghanfort,MA,24235,0885603,0.15,0885603.76338
farm,Peaceful Meadows Farm,212-474-3153,148 Nicole Gardens,West Glenn,VA,59204,1094642,0.05,1094642.14150
farm,Whispering Pastures Farm,613-227-4105,7159 Randy Island Suite 340,Crystalberg,MD,71493,0916324,0.05,0916324.59763
seafoodFarm,Blue Aquafarm,(352)693-5671,8918 Benitez Lake Apt. 493,North Matthew,LA,82477,1278118,0.05,1278118.35624
groceryNoTransform,Fine Bazaar,8507777236,77918 Bowman Port,Huangland,MD,47745,1220765,0.05,1220765.88029
landBasedReceiver,Aqua Aquatics,(659)450-3709,9582 Miller Underpass,Lisatown,CT,96572,0864387,0.05,0864387.97663
processor,Premium Industries,2529968742,4064 Lawrence Expressway Suite 012,Port Nicole,PA,90958,0814041,0.05,0814041.39776
groceryNoTransform,Fine Mart,8168884065,39528 Luna Summit,Lake Abigailton,NC,35391,0772955,0.05,0772955.25358
landBasedReceiver,Coastal Aquatics,(309)855-8309,896 Carney Courts,East Angelachester,MD,96484,1335410,0.05,1335410.86120
processor,Organic Foods,7894740088,6367 Spence Prairie Apt. 939,Kevinfort,MA,75061,1347254,0.05,1347254.26036
seafoodFarm,Sea Aquafarm,(596)596-5919,5634 Drake Harbor Apt. 142,Allenfurt,NJ,57808,0714269,0.15,0714269.34234
packaging,Green Pack,(730)371-5138,32666 Wells Shore,Birdtown,HI,62620,0919537,0.15,0919537.64667
landBasedReceiver,Harbor Mariscos,4264426808,25328 Nguyen Shore,Melissaborough,MS,66184,0659962,0.15,0659962.23535
seafoodFarm,Sea Aquafarm,(571)720-5268,7868 Sheila Forge,Port Kelsey,OR,01146,0952185,0.05,0952185.12730
landBasedReceiver,Ocean Aquatics,(750)483-0902,128 Thornton Creek,Taylorbury,HI,47167,0739956,0.05,0739956.81151
packaging,Bio Box,(303)532-4177,532 Paul Mountains,South Nathanburgh,CO,93069,0735868,0.15,0735868.82369
packaging,Eco Box,(287)272-4881,425 Nicholas Islands Apt. 243,New Jason,IA,24609,0772916,0.05,0772916.17949
seafoodFarm,Marine Fishery,6755670766,84535 Kathryn Shore,Port Danielleton,CA,08444,1174713,0.8,1174713.83438
processor,Healthy Cuisine,2299023387,086 Brittany Walks Apt. 737,South Vanessaview,NE,79179,1054868,0.05,1054868.43913
distributor,Premium Supply,2716931120,7183 Gordon Prairie Suite 265,Ianfort,NY,33325,0676745,0.05,0676745.88153
processor,Organic Processing,(982)487-9213,09258 Martin Parkway,Medinamouth,MT,14807,0759010,0.05,0759010.98610
seafoodFarm,Nautical Aquaculture,(729)685-4372,38124 Charles Green Apt. 541,Richardsonhaven,OR,31728,0888876,0.15,0888876.51188
grocery,Natural Corner,(979)736-8561,7627 Lauren Roads Suite 287,Lake Ashleyfort,MT,61640,1099484,0.8,1099484.36822
grocery,Tasty Outlet,(699)747-8365,964 Logan Mount Apt. 883,Charlotteshire,OH,20218,0771908,0.15,0771908.77370
processor,Global Processing,9265695073,4761 Helen Common,West Carlos,IA,45825,1297946,0.8,1297946.65770
grocery,Premium Store,4134451912,33468 Amanda Burgs Suite 595,Adamland,HI,42886,1338668,0.15,1338668.14541
packaging,Eco Packaging,829-517-3482,9265 Matthew Causeway,East Kendramouth,PR,10257,1173504,0.05,1173504.27289
packaging,Fresh Box,4333824762,6183 John Field Suite 700,West Sandra,PA,44539,1066032,0.05,1066032.10887
landBasedReceiver,Marine Maritime,534-708-1924,34687 White Port,West Veronicaland,OR,88953,1047782,0.15,1047782.56172
groceryNoTransform,Fresh Market,9668484265,199 Wallace Extension Apt. 173,West Justinview,KY,82883,1035018,0.05,1035018.10335
distributor,Premium Imports,417-707-7929,639 Melissa Drive Apt. 727,Lake Ericborough,MS,93149,1286210,0.05,1286210.34470
packaging,Innovative Packaging,7234453334,47970 Lee Track,East Anthonychester,NJ,65420,1264211,0.05,1264211.33861
wholesaler,Premium Wholesale,(662)743-4605,546 Monica Summit Suite 620,Port Jeremiah,AK,72951,1140192,0.8,1140192.61583
wholesaler,Fresh Wholesale,575-500-1095,9553 Serrano Manors,Lake Cassandra,MP,06072,0997971,0.05,0997971.74235
packaging,Innovative Encase,3325182669,36331 Malone Pass,South Austintown,CO,43166,0789397,0.05,0789397.37038
distributor,Gourmet Network,(705)828-9438,923 Wheeler Street Apt. 113,East Kevin,KY,37117,1029370,0.15,1029370.20033
landBasedReceiver,Wave Coast,566-576-8958,743 Angie Divide,Tonifort,FL,59176,0916080,0.15,0916080.41569
packaging,Advanced Packaging,4467592435,41001 William Underpass Suite 503,Floydshire,NE,47682,1342314,0.15,1342314.44678
processor,Pure Manufacturing,(885)704-7866,538 Tiffany Trail,North Bryan,WV,60440,1224335,0.05,1224335.97571
restaurant,Authentic Restaurant,982-324-5918,365 Aguilar Rest,Williamchester,IL,54736,0665814,0.05,0665814.32362
groceryNoTransform,Organic Corner,857-882-4519,346 Hensley Brooks Apt. 462,South Kenneth,NM,95014,1384416,0.05,1384416.55818
landBasedReceiver,Ocean Catches,737-656-3312,176 Roberto Coves,Kimberlyfurt,MD,03765,0936963,0.8,0936963.69103
packaging,Secure Encase,5626626252,9810 Garrett Village,Anthonyville,FM,00620,1398401,0.05,1398401.72966
restaurant,Cozy Restaurant,4096183768,0532 Joshua Green Suite 734,Port Traci,MA,99265,1353465,0.05,1353465.87215
landBasedReceiver,Marine Bay,8367241527,0047 Miles Port,Lake Joyce,ME,07545,0831242,0.05,0831242.46246
landBasedReceiver,Harbor Seafoods,(981)903-5630,2394 King Radial Apt. 637,Adriantown,MD,44204,1386087,0.05,1386087.92601
landBasedReceiver,Harbor Seafoods,517-713-4754,24322 Collins Meadow Suite 635,Charlesfort,OR,59681,1198043,0.15,1198043.82768
farm,Green Pastures Farm,5296450994,16773 Robert Square,Lake Scottborough,RI,52076,1066268,0.05,1066268.13585
farm,Lucky Pastures Farm,8602682713,54919 Bryant Overpass,Cynthiabury,VI,28424,1181646,0.05,1181646.37013
seafoodFarm,Marine Aquafarm,4828984593,993 Taylor Fort Apt. 383,New Molly,HI,82085,0922633,0.05,0922633.62207
restaurant,Cozy Diner,565-433-0089,329 Andrea Causeway,Knightport,AL,22471,0723257,0.15,0723257.48085
landBasedReceiver,Coastal Catches,517-419-0641,2580 Andrew Trail Suite 782,North Matthew,VA,93783,1338609,0.05,1338609.77276
farm,Sunny Hills Farm,855-732-6149,42645 Byrd Plain Apt. 762,West Whitneyshire,NJ,57083,0779613,0.05,0779613.25222
grocery,Wholesome Grocery,(334)895-3244,736 Gonzalez Summit,Port Sarah,KS,07293,1265057,0.05,1265057.33139
distributor,Reliable Imports,(586)507-7601,141 Cobb Spur,New Travis,GA,11928,1063392,0.05,1063392.82746
seafoodFarm,Marine Aquafarm,3008742581,733 Shannon Spurs Apt. 853,Chadstad,AK,45882,1123425,0.05,1123425.70205
restaurant,Savory Grill,311-370-3481,80371 Riley Alley,Emilychester,NV,18380,0965998,0.05,0965998.12295
distributor,Premium Distributors,896-585-4999,507 Dennis Canyon,Hubbardfurt,OH,67863,1013773,0.05,1013773.57519
packaging,Global Wraps,(586)938-3312,89369 Hardy Fall,West Lisa,DC,21085,1251060,0.05,1251060.87281
groceryNoTransform,Organic Shop,(906)247-7422,3876 William Key Apt. 536,Hopkinsside,MO,00943,0968926,0.15,0968926.13181
groceryNoTransform,Fresh Bazaar,799-791-2102,944 Crawford Tunnel Apt. 745,Danielbury,NV,40143,1286164,0.15,1286164.73669
packaging,Fresh Containers,3166588478,03181 Jackson Plain,New Brittanyfurt,ID,93895,0926003,0.05,0926003.42357
seafoodFarm,Blue Fish Farm,7387197950,955 Mercado Ramp Suite 925,Debraton,MS,36740,0737439,0.8,0737439.33038
packaging,Innovative Wrap,642-811-9427,5717 Robinson Underpass,Ortizmouth,AK,05005,1227309,0.05,1227309.33162
distributor,Gourmet Distribution,3347480774,25634 Christopher Crescent,Wongborough,KS,96526,1182905,0.8,1182905.57479
processor,Global Cuisine,(786)961-9820,808 Green Inlet,Port Susan,MD,03655,1173544,0.05,1173544.68196
groceryNoTransform,Natural Store,7572494811,649 David Estates Suite 109,Harristown,CA,06994,0833147,0.05,0833147.60860
groceryNoTransform,Delicious Market,6605732019,630 Madison Village Apt. 323,Smithview,PA,59188,0846432,0.05,0846432.39181
farm,Happy Acres Farm,6609110977,649 Alicia Views Suite 090,East Cory,FM,03053,1377897,0.05,1377897.82596
seafoodFarm,Sea Fishery,588-762-3085,765 Sara Course,East Angelamouth,ME,87024,0734724,0.15,0734724.77935
distributor,Trusted Supply,944-538-2891,41840 Jones Crescent,West Brian,AK,93747,0660373,0.05,0660373.75381
wholesaler,Global Imports,(903)637-6128,392 Carrie Orchard,Dominguezbury,WV,46523,1093138,0.05,1093138.64534
grocery,Delicious Corner,(614)360-2097,16821 Holt Plaza,Danielland,AL,38280,1367802,0.15,1367802.33957
landBasedReceiver,Coastal Delights,(964)700-7297,840 Reed Way,East Steven,DE,30351,0860718,0.05,0860718.16890
processor,Organic Provisions,353-580-6088,6392 Tara Hollow,Port Emily,CA,86822,0979436,0.8,0979436.74323
restaurant,Fusion Kitchen,9947773490,13515 Adams Terrace Apt. 399,South Christineport,VT,43927,0842388,0.15,0842388.40793
farm,Whispering Meadows Farm,(928)214-8049,0345 Ruiz Creek Apt. 172,Rhodesfort,NV,96703,1318741,0.15,1318741.36494
groceryNoTransform,Wholesome Shop,(563)462-1464,296 Bowen Orchard,Hullview,WA,76233,1029912,0.05,1029912.44003
grocery,Delicious Shop,437-566-4733,23581 Benjamin Run,Randallmouth,NH,17706,1334515,0.15,1334515.22478
grocery,Healthy Foods,(207)852-7934,276 Sandra Ramp,Tammyview,ID,79140,1198520,0.05,1198520.58237
seafoodFarm,Sea Aquafarm,282-444-0794,38430 Clark Pike Apt. 153,Port Maryview,RI,61030,1285336,0.15,1285336.76772
processor,Organic Solutions,(310)982-0477,638 Haley Row,Port Sabrinaton,CA,81561,0861924,0.15,0861924.97447
grocery,Healthy Grocery,4756761839,5712 Ryan Wells Suite 906,South Lisa,NM,92124,1390574,0.05,1390574.56447
packaging,Green Wraps,(371)965-5919,25720 Wilson Passage,Faithview,NC,24091,0879176,0.05,0879176.14832
distributor,Global Distribution,(946)322-9712,361 Joanna Plain,North Kristinburgh,TN,92445,0961554,0.15,0961554.49776
wholesaler,Premium Traders,524-500-2072,7093 Allen Manor,Anafurt,NY,55818,1339741,0.05,1339741.79793
distributor,Fine Trade,425-820-4812,08518 Schwartz Harbor Apt. 126,Lake Johnmouth,AS,50004,1277290,0.15,1277290.42281
grocery,Delicious Foods,752-817-7032,244 Amanda Extension Suite 113,New Stephanie,CT,37872,1339258,0.05,1339258.76402
groceryNoTransform,Gourmet Shop,634-426-8021,55510 Decker Burgs,West Samantha,WV,13479,0710121,0.8,0710121.62125
restaurant,Exquisite Grill,(864)952-0902,1313 John Pass,South Thomas,VI,24598,1140110,0.05,1140110.79496
processor,Natural Kitchen,8895585767,0070 Lane Overpass,Port Christopher,PW,96886,0663948,0.05,0663948.20596
seafoodFarm,Blue Fishery,6865492754,8955 John Path Suite 453,Sanchezchester,OR,11124,0849678,0.05,0849678.91059
processor,Premium Kitchen,269-703-6304,91082 Ryan Ridges,Mossshire,WA,53280,0827052,0.15,0827052.61369
wholesaler,Wholesome Foods,(581)450-9163,6486 Rubio Isle,Batesstad,GU,35209,0612325,0.8,0612325.88458
farm,Happy Hills Farm,(299)784-3554,5837 Watson Squares,Clarkstad,MN,73100,0990591,0.05,0990591.44565
seafoodFarm,Sea Fish Farm,756-940-5293,06489 Maria Manor Suite 409,North Donaldstad,NY,89386,0783292,0.05,0783292.73678
wholesaler,Gourmet Foods,927-865-5925,650 Johnson Islands,East Kevinfurt,KS,16363,1237941,0.15,1237941.99115
restaurant,Delicious Restaurant,7345761179,90006 Sheila Rapids,Baileymouth,AZ,47256,1191790,0.8,1191790.73788
distributor,Prime Supply,988-288-0021,86306 Smith Mission,Lake Autumn,VI,44359,0742037,0.05,0742037.23359
landBasedReceiver,Tidal Fisheries,(904)611-2775,5285 Tommy Wells,Delacruzville,GA,37593,1230397,0.05,1230397.68672
landBasedReceiver,Tidal Fisheries,4544960909,767 Matthew Via Apt. 123,Nguyenfort,RI,40430,1337247,0.15,1337247.97750
seafoodFarm,Ocean Aquaculture,7796479083,77630 Jimmy Courts Apt. 059,North Marymouth,CT,46759,1268361,0.05,1268361.53895
grocery,Delicious Foods,(640)806-9161,51112 Jessica Passage,Jessicafort,PR,17936,0913801,0.8,0913801.74673
processor,Global Manufacturing,246-254-8423,10392 Larsen Pass,New Keith,AS,87508,1032092,0.05,1032092.98214
seafoodFarm,Aqua Fishery,(891)279-4135,4370 Matthews Stravenue,Port Aliciaberg,NC,40526,0759339,0.15,0759339.53729
groceryNoTransform,Gourmet Foods,949-807-4732,921 Mary Overpass Apt. 429,North Cassidyhaven,NH,83432,1082867,0.05,1082867.31055
packaging,Innovative Wraps,3679740225,8316 Rogers Canyon Suite 686,Noahbury,GA,14406,1134931,0.05,1134931.44351
wholesaler,Top Imports,4677076946,0935 Rivera Ridge Suite 270,Lorimouth,IN,68670,0650158,0.05,0650158.77813
processor,Natural Manufacturing,952-413-3625,12050 Jeff Extensions,Port Jasonmouth,TN,19292,1073867,0.05,1073867.53628
packaging,Innovative Encase,301-931-9738,480 Nicholas Crescent Suite 284,Lake Cynthiaborough,KS,71059,0967106,0.05,0967106.87651
grocery,Wholesome Corner,(965)345-3196,59893 Melanie Terrace,West Annette,CO,83319,1245868,0.15,1245868.33247
restaurant,Fusion Restaurant,7158057752,65396 Fleming Hills Suite 453,Port Jacqueline,SC,13936,1018370,0.05,1018370.55432
landBasedReceiver,Wave Maritime,(403)832-0412,55761 Thompson Cove,Nicholasborough,MD,17285,0638833,0.15,0638833.54743
groceryNoTransform,Gourmet Grocery,4488980385,2899 Ashley Mountains Apt. 621,Louismouth,VA,71492,1390548,0.05,1390548.37012
grocery,Fresh Corner,4853316431,29930 Jennifer Overpass Suite 002,North Emilyland,AS,01367,1029872,0.05,1029872.26481
processor,Natural Operations,201-851-0734,712 Richard Manor Suite 838,Marymouth,MD,06511,0811639,0.05,0811639.34930
groceryNoTransform,Premium Grocery,(367)795-3262,802 Bennett Stream,Lake Vanessa,AL,73386,0694299,0.05,0694299.16449
farm,Misty Meadows Farm,3199015660,199 Weber Turnpike,East Brittany,ME,68757,0937465,0.8,0937465.60474
landBasedReceiver,Aqua Coast,7828529919,778 Espinoza Junctions,Gonzalesshire,AL,83272,0747692,0.15,0747692.73897
distributor,Global Distributors,(848)698-7883,108 Kayla Underpass Apt. 502,Jeanettehaven,KS,46320,0898471,0.15,0898471.45218
wholesaler,Wholesome Market,7175385494,2401 Brewer Loaf,Port Geoffreyberg,LA,86005,0817761,0.15,0817761.87071
grocery,Fine Bazaar,(518)514-5267,79038 Sanchez Way,Port Andrea,FM,58490,1163081,0.05,1163081.16487
processor,Organic Industries,(213)397-3255,378 Moreno Land Suite 293,Lake Michelle,SD,44429,1263158,0.8,1263158.49438
seafoodFarm,Marine Aquaculture,856-265-4958,14730 Moore Station,Williamfurt,NJ,23276,1157472,0.05,1157472.47599
landBasedReceiver,Ocean Aquatics,(983)251-6997,216 Bolton Valleys Apt. 961,Yvonneville,DE,35708,0963500,0.05,0963500.38008
landBasedReceiver,Marine Mariscos,7247628362,75182 Ramos Circle,Petersonstad,NY,23024,1263452,0.05,1263452.96677
processor,Fresh Products,9455810163,78291 Donna Ridge,Laceybury,NC,55531,0824018,0.05,0824018.10733
groceryNoTransform,Gourmet Emporium,589-511-3725,627 Nicholas Landing Suite 080,Ethanview,RI,03475,1165825,0.05,1165825.49088
farm,Lucky Pastures Farm,988-327-1840,405 Flores Streets,Port Christopherview,UT,65085,1367651,0.05,1367651.30005
seafoodFarm,Aqua Aquaculture,367-402-4139,0794 Stanley Turnpike,Richardshire,NH,15608,0868363,0.8,0868363.20135
restaurant,Authentic Brasserie,8957378953,9358 Hubbard Mill Apt. 326,Martinshire,IN,55435,1383257,0.05,1383257.45641
farm,Lucky Valley Farm,(590)458-6377,529 Vasquez Squares Suite 580,Michaelport,WA,12835,1296216,0.15,1296216.18472
grocery,Healthy Market,(720)794-8432,143 Jennifer Vista Suite 446,West Barbara,OR,71573,0662795,0.15,0662795.63511
wholesaler,Fresh Wholesale,767-277-4284,9816 Keller Lock Apt. 569,Onealburgh,MA,38377,0646420,0.05,0646420.73572
seafoodFarm,Nautical Fish Haven,2179422249,018 Laura Landing Apt. 772,Cassandraburgh,TX,50471,1371622,0.05,1371622.81623
wholesaler,Select Market,(428)487-4304,56073 Sherry Villages,Jonesmouth,OH,88616,1060267,0.05,1060267.27692
processor,Global Operations,357-627-4385,9666 Edwards Prairie Suite 546,West Ashley,AZ,05542,1074404,0.15,1074404.37696
farm,Breezy Grove Farm,(851)843-0426,6938 Paul Manor Suite 277,Amberfort,ND,06979,0910544,0.8,0910544.68921
groceryNoTransform,Natural Market,6844189928,38776 Elizabeth Crescent Apt. 484,Chanside,NJ,35144,1036247,0.05,1036247.85288
processor,Innovative Manufacturing,5047677739,23789 Joshua Bypass,Port Kenneth,DE,23524,0923820,0.8,0923820.72242
grocery,Tasty Store,2486620837,39378 Carol Points Suite 570,Thompsontown,TN,43251,0715103,0.05,0715103.61987
processor,Pure Operations,(540)923-6618,469 Callahan Skyway Suite 453,Garymouth,MN,75186,0678544,0.05,0678544.43187
seafoodFarm,Marine Fishery,(847)794-3143,5723 Andrea Branch Apt. 286,Robertsontown,TX,01744,0843233,0.15,0843233.22005
packaging,Premium Encase,674-980-5871,10514 Baker Terrace,Jasonstad,WV,46382,0762119,0.05,0762119.35118
groceryNoTransform,Organic Store,846-398-3644,79370 Bright Village,Oconnortown,GA,85402,0888606,0.05,0888606.31450
restaurant,Charming Eatery,631-582-8197,78197 Kevin Hill,Port Cynthiaborough,MA,07174,0779728,0.05,0779728.63275
packaging,Innovative Encase,(206)212-8840,86251 Jeremy Inlet Suite 760,Shaunhaven,IA,54041,0661320,0.05,0661320.38866
packaging,Innovative Seal,9206020690,502 Neal Mews,Tiffanyfurt,PA,95320,1394035,0.05,1394035.51043
distributor,Quality Supply,7529796655,38592 Walton Circle Suite 083,Elizabethmouth,NH,55343,1216731,0.05,1216731.79240
seafoodFarm,Blue Fishery,9838327032,7748 Erickson Drive,North John,OR,65447,1312337,0.05,1312337.50385
landBasedReceiver,Ocean Maritime,(313)410-0656,64857 Sherri Mall,Brittanyview,TX,29790,1041533,0.15,1041533.41163
farm,Breezy Hills Farm,239-296-2704,692 Philip Forks,West Daniel,MO,00700,0984702,0.15,0984702.85283
restaurant,Savory Restaurant,8507401699,32063 Elizabeth Ports Suite 178,Port Whitneybury,PW,00990,0785438,0.15,0785438.64541
processor,Premium Foods,4609272249,365 Hamilton Keys Suite 212,Lake Samantha,OR,95120,1067702,0.05,1067702.24933
landBasedReceiver,Wave Catches,625-489-1855,97436 Ritter Points,Hallside,WA,36028,1119819,0.15,1119819.31542
distributor,Gourmet Distribution,(498)990-8657,0708 Nancy Mountains Suite 976,Rhodeston,NE,39173,0838039,0.05,0838039.49797
seafoodFarm,Marine Fishery,517-383-5017,364 Lopez Ports Apt. 852,South Alexandrafort,WA,42867,1197976,0.15,1197976.11440
seafoodFarm,Ocean Aquafarm,6875155042,22400 Booker Ramp Apt. 204,Fosterhaven,DE,65930,1015527,0.05,1015527.47384
landBasedReceiver,Coastal Catchers,(697)231-4451,2519 Regina Plains,Walkershire,GA,81035,1197191,0.15,1197191.19455
groceryNoTransform,Natural Shop,(278)481-1358,8832 Eric Motorway Apt. 276,Port Ashleyshire,MS,28376,0718740,0.05,0718740.77339
groceryNoTransform,Premium Mart,8873861366,613 Margaret Summit Apt. 236,North Gerald,NY,95880,1380412,0.05,1380412.53496
groceryNoTransform,Tasty Foods,5809022118,314 Angela Forks,Dwaynetown,KY,60403,1090774,0.8,1090774.19162
wholesaler,Prime Trading,(730)405-5836,464 Melton Road,Michaelstad,IL,97077,1346434,0.05,1346434.39886
distributor,Prime Network,(848)876-1133,95173 Christopher Key Apt. 538,Lake Kimberly,WA,87039,0897617,0.8,0897617.64239
farm,Peaceful Fields Farm,3707862886,9679 Montoya Squares,Michaelland,NH,72736,0827575,0.05,0827575.91896
landBasedReceiver,Deep Maritime,321-226-6843,45173 Nicole Views Apt. 184,Lake Pambury,AK,41933,1047486,0.15,1047486.63117
restaurant,Cozy Tavern,908-321-2316,690 Flores Mall Apt. 006,Stoneport,SD,59120,1354319,0.05,1354319.43996
farm,Peaceful Grove Farm,(625)703-4998,1619 Andrea Mountains,Greenchester,WA,92005,0634253,0.05,0634253.42150
packaging,Quality Seal,(521)212-1057,3496 Hamilton Corner Suite 387,Christinechester,RI,86691,0927617,0.15,0927617.36558
landBasedReceiver,Tidal Aquatics,5272706471,757 Miller Brooks Apt. 049,Kochberg,OR,40918,1251343,0.8,1251343.51485
landBasedReceiver,Ocean Mariscos,(297)397-5443,019 Robinson Cliffs,West Lindsay,HI,47137,1348322,0.8,1348322.82144
seafoodFarm,Blue Fish Farm,(772)475-7551,002 Darren Village Suite 474,Emilybury,CT,52954,1247548,0.15,1247548.71015
distributor,Global Network,7976518380,9398 Debra Viaduct Apt. 946,North Frederick,RI,70375,1252433,0.15,1252433.66222
groceryNoTransform,Natural Store,(751)835-5129,497 Melissa Walk,Mendozafurt,PA,89074,1388868,0.15,1388868.38249
farm,Green Hills Farm,(281)526-6774,06658 Alvarez Rapid Suite 291,Smithmouth,MT,06486,0744814,0.05,0744814.67310
groceryNoTransform,Natural Store,(552)225-5218,3528 Valerie Fords,West Maryside,UT,73818,1375895,0.15,1375895.68583
wholesaler,Quality Supplies,208-800-3070,9366 Navarro Gateway Suite 507,South Chloe,NJ,40168,0632709,0.05,0632709.45772
packaging,Green Wraps,(376)469-2846,257 Ronald Drive Suite 062,Morganfort,TX,23599,0864562,0.15,0864562.49429
packaging,Advanced Wraps,(434)714-2464,159 Callahan Stravenue Apt. 425,Port Bonnie,ND,93608,1261356,0.15,1261356.20650
processor,Quality Solutions,4527789492,6254 John Rapid Apt. 786,Port Edwin,VI,53727,0926870,0.05,0926870.97767
packaging,Premium Wrap,335-877-2616,26388 Wheeler Gateway,New Ashley,TX,65731,0687312,0.15,0687312.44182
